id,district,name,category,address,tel,latitude,longitude,city,district,detail
22,信義區,給力盒子松菸店,盒餐,"臺北市信義區忠孝東路四段553巷2弄11
號",02-27669669,25.042003,121.563325,台北市,信義區,忠孝東路四段553巷2弄11
23,信義區,食壯哥健康餐盒 STRONGER,盒餐,臺北市信義區松山路540巷16號1樓,02-27263733,25.037597,121.577968,台北市,信義區,松山路540巷1
24,信義區,"Mr.Energy能量先生水煮餐盒
臺北世貿店",盒餐,臺北市信義區基隆路二段69號,02-27321378,25.030538,121.558311,台北市,信義區,基隆路二段69
25,信義區,七分飽手作健康餐盒,盒餐,臺北市信義區逸仙路42巷16號,02-87862100,25.040067,121.562853,台北市,信義區,逸仙路42巷16
26,信義區,野食Yes Bento(信義店）,盒餐,臺北市信義區嘉興街179-24號,0933-221363,25.026744,121.556738,台北市,信義區,嘉興街179-24
27,信義區,Café&Meal MUJI 統一時代店,餐廳,臺北市信義區忠孝東路五段8號B2F,02-23458551,25.042095,121.572697,台北市,信義區,忠孝東路五段295巷8-2
28,信義區,三福好味素食,自助餐,臺北市信義區中坡南路166號,0979-666579,25.0392995,121.5840645,台北市,信義區,中坡南路166
29,信義區,彌勒佛素食,自助餐,臺北市信義區林口街13號,02-27275578,25.036999,121.579119,台北市,信義區,林口街13
30,信義區,GET POWER 給力盒子 永春店,盒餐,臺北市信義區虎林街121巷8號1樓,02-87660292,25.040185,121.577403,台北市,信義區,虎林街121巷8
31,信義區,粹原食,盒餐,"臺北市信義區忠孝東路5段165巷5號
之3",02-25280818,25.041679,121.568904,台北市,信義區,忠孝東路五段165巷3弄3
32,信義區,Ｄ卡食驗室健康餐盒-信義店,盒餐,臺北市信義區松山路531號,0976-019967,25.038039,121.578226,台北市,信義區,松山路531
33,信義區,輕徠-新光A4輕食餐盒/便當,盒餐,臺北市信義區松高路19號B2,0982-201001,25.039359,121.566666,台北市,信義區,松高路19
34,信義區,"楽坡BonBox - 信義永春店 /
樂坡舒肥健康餐盒",盒餐,臺北市信義區虎林街123號,02-66041686,25.040116,121.576923,台北市,信義區,虎林街123
35,信義區,肌肉海灘 盒餐公司 信義店,盒餐,"臺北市信義和平東路3段391巷8弄24
號",02-23778977,25.020438,121.557443,台北市,信義區,和平東路三段391巷8弄24
36,信義區,"Piggy Foods沛綺優食/便當/外送/
精緻/會議餐盒/原型食物/水煮餐盒/健
康餐",盒餐,臺北市信義區莊敬路325巷32號,02-87863387,25.028431,121.564262,台北市,信義區,莊敬路325巷32
37,大安區,誠食健康蔬食忠孝本店,自助餐,"臺北市大安區忠孝東路4段216巷27
弄6號",02-27212388,25.039744,121.553449,台北市,大安區,忠孝東路四段216巷27弄6
38,大安區,全國健康素食自助餐大安復興店,自助餐,臺北市大安區復興南路2段314號,02-27361168,25.02353,121.543204,台北市,大安區,復興南路二段314
39,大安區,維維風果汁舖 仁愛醫院店,其他:果汁店,臺北市大安區仁愛路四段10號1樓,02-27042586,25.03754,121.5453023,台北市,大安區,仁愛路四段10
40,大安區,賴在咖啡館,咖啡廳,臺北市大安區仁愛路四段10號B1,"02-27093600
#8122",25.036979,121.552823,台北市,大安區,仁愛路四段266巷10-1
41,大安區,Tamed Fox,咖啡廳,臺北市大安區四維路76巷5號,02-27557758,25.0344441,121.547637,台北市,大安區,四維路76巷5
42,大安區,福利麵包食品有限公司-仁愛店,烘培業者,臺北市大安區仁愛路四段26號,02-2771-9370,25.037626,121.546428,台北市,大安區,仁愛路四段26
43,大安區,"木村屋烘焙坊 復興店｜台北大安
超綿乳酪吐司",烘培業者,臺北市大安區復興南路一段255號1樓,02-27009688,25.036737,121.543863,台北市,大安區,復興南路一段255
44,大安區,JJ's POKE & CAFE 2店,盒餐,臺北市大安區辛亥路2段199號,02-27369939,25.021661,121.542064,台北市,大安區,辛亥路二段199
45,大安區,虎噗食多健康餐盒,盒餐,"臺北市大安區和平東路一段11巷
30-4號",02-23514386,25.02684368888889,121.52448971111112,台北市,大安區,和平東路一段74巷11
46,大安區,OL健康餐盒 (大安店),盒餐,"臺北市大安區和平東路三段228巷
13號",02-23778792,25.021669,121.554301,台北市,大安區,和平東路三段228巷13
47,大安區,卡洛貍健康餐盒 延吉店,盒餐,臺北市大安區延吉街135-1號1樓,02-87721488,25.042886,121.554627,台北市,大安區,延吉街131巷1弄4-1
48,大安區,尚品樂食健康餐,盒餐,臺北市大安區延吉街135之2號號1樓,0965-022828,24.9552734,121.5096407,新北市,新店區,安一路二段2
49,大安區,隨主飡法式水煮專賣-臺北延吉店,盒餐,臺北市大安區延吉街140之2號,0928-799467,25.0355782,121.5559549,台北市,大安區,延吉街241巷2弄
50,大安區,真飽餐盒,盒餐,臺北市大安區延吉街70巷6弄3號,02-27720506,25.042586,121.553503,台北市,大安區,延吉街70巷6弄1-3
51,大安區,Miss Energy 能量小姐 台北統領 直營門,市 - 盒餐,臺北市大安區忠孝東路四段197號,02-8771-3136,25.041704,121.551656,台北市,大安區,忠孝東路四段197
52,大安區,lulu lin 原型飯包金山店,盒餐,臺北市大安區金山南路2段147號,02-23919852,25.029463,121.526622,台北市,大安區,金山南路二段147
53,大安區,阿德叔叔 Uncle DASH (大安店),盒餐,臺北市大安區信義路3段202號,02-27003388,25.0331813,121.5433243,台北市,大安區,信義路三段202
54,大安區,鮮食廚房,盒餐,"臺北市大安區復興南路㇐段122巷10
之6號",02-27753670,25.0437437,121.5423438,台北市,大安區,復興南路一段122巷10
55,大安區,HELLO! 你好 健康餐,盒餐,臺北市大安區敦化南路二段63巷19號,02-23255155,25.031009,121.550044,台北市,大安區,敦化南路二段63巷19
56,大安區,淞美自助餐,盒餐,臺北市大安區溫州街9號,02-23660171,25.025623,121.533662,台北市,大安區,溫州街9
57,大安區,"KEEP FIT健康料理 - 台北健康餐/
大安區健康餐/會議餐盒/健康餐盒/外送
便當/舒肥餐",盒餐,臺北市大安區瑞安街112號,02-27080170,25.029769,121.542629,台北市,大安區,瑞安街112
58,大安區,摩斯漢堡(仁愛店),速食店,臺北市大安區仁愛路四段37-11號,02-27719370,25.038222,121.546457,台北市,大安區,仁愛路四段37-11
59,大安區,SuperVit 營養師的光合廚房,餐廳,"臺北市大安區和平東路二段311巷
34弄5號1樓",02-27015897,25.025727,121.545043,台北市,大安區,和平東路二段311巷34弄1
60,大安區,Plants素食餐廳,餐廳,"臺北市大安區復興南路㇐段253巷
10號1樓",02-27845677,25.036917,121.544116,台北市,大安區,復興南路一段253巷1
61,大安區,全國健康素食自助餐,自助餐,臺北市大安區金華街118之8號,02-23211198,25.030079,121.5268,台北市,大安區,金華街118
62,大安區,享之饌 東港石蚵-復興店,其他:小吃店,臺北市大安區復興南路一段273號,02-27007750,25.035772,121.543842,台北市,大安區,復興南路一段273
63,大安區,聖德科斯 復興東豐門市,其他:有機商店,臺北市大安區復興南路一段261-2號,02-27552911,25.0362677,121.543878,台北市,大安區,復興南路一段261-2
64,大安區,綠逗薏人-大安店,其他:甜品店,臺北市大安區大安路一段192號,02-23258990,25.03569,121.545886,台北市,大安區,大安路一段192
65,大安區,Pokapoka Bakery,烘培業者,臺北市大安區大安路一段199號,02-27030582,25.0354848,121.5460925,台北市,大安區,大安路一段199
66,大安區,Herbar喝吧 忠孝旗艦店,盒餐,臺北市大安區大安路1段83巷7號,02-66050680,25.041078,121.546897,台北市,大安區,大安路一段83巷7
67,大安區,飽哥健康餐盒 大安店,盒餐,臺北市大安區大安路2段148號,02-27060663,25.0334995,121.5288377,台北市,大安區,信義路二段148巷1-2
68,大安區,十一雞 國產土雞便當仁愛大安店,盒餐,臺北市大安區大安路一段157巷12號,02-27038808,25.037144,121.546739,台北市,大安區,大安路一段157巷12
69,大安區,村民餐盒,盒餐,臺北市大安區信義路3段188-2號,02-27008082,25.03318,121.54279,台北市,大安區,信義路三段188-2
70,大安區,"常常好食｜減醣健康餐盒｜瑜珈
｜運動",盒餐,臺北市大安區信義路二段130號,02-23582356,25.033748,121.528202,台北市,大安區,信義路二段130
71,大安區,"艾蜜麗美味廚房（低鹽，低脂，
低油）法式健康餐",盒餐,臺北市大安區通化街171巷16號,02-27563832,25.027816,121.554342,台北市,大安區,通化街171巷16
72,大安區,米樂拾穗雞腿便當專賣店,盒餐,臺北市大安區復興南路1段107巷32號,02-27112838,25.043491,121.545822,台北市,大安區,復興南路一段107巷32
73,大安區,弁當食驗所 BENTO LAB,盒餐,臺北市大安區復興南路2段151巷24號,02-27550607,25.02825,121.544984,台北市,大安區,復興南路二段151巷24
74,大安區,厚食均衡飲食專賣店,盒餐,臺北市大安區羅斯福路3段283巷10號,0900-609159,25.018279,121.531691,台北市,大安區,羅斯福路三段283巷10
75,大安區,RollFive 墨式捲餅大安店,速食店,臺北市大安區大安路一段170號1樓,02-23257850,25.036666,121.545894,台北市,大安區,大安路一段170
76,大安區,綠原品健康蔬食全自助餐-大安復興店,自助餐,臺北市大安區復興南路一段291號,02-27024055,25.035308,121.54383,台北市,大安區,復興南路一段291
77,中正區,富橋自助餐,自助餐,臺北市中正區延平南路173號1樓,02-23121977,25.034254,121.507685,台北市,中正區,延平南路179巷1弄1
78,中正區,金全城自助餐,自助餐,臺北市中正區牯嶺街55號,02-23915776,25.029745,121.516778,台北市,中正區,牯嶺街55
79,中正區,Cafe365咖啡館,咖啡廳,臺北市中正區廣州街10-4號,02-23710005,25.033816,121.509772,台北市,中正區,廣州街4巷5弄10
80,中正區,新東王烘焙坊 南昌店,烘培業者,臺北市中正區南昌路一段61號,02-23576367,25.0311131,121.5174199,台北市,中正區,南昌路一段61
81,中正區,台北花園大酒店-花比麵包坊,烘培業者,臺北市中正區中華路二段1號,"02-23143300
#3322",25.034113,121.506256,台北市,中正區,中華路二段75巷1弄1
82,中正區,饅香工坊(原四季香),烘培業者,臺北市中正區寧波西街87之1號,02-33933960,25.031559,121.518792,台北市,中正區,寧波西街1
83,中正區,楓悅烘焙坊,烘培業者,臺北市中正區廣州街10-1號,02-2361-7242,25.035551,121.508037,台北市,中正區,廣州街10-1
84,中正區,馬可先生烘焙麵包 西門店,烘培業者,臺北市中正區衡陽路130號,02-23897537,25.0420834,121.5092785,台北市,中正區,衡陽路130
85,中正區,村民餐盒 南昌店,盒餐,臺北市中正區南昌路一段62號,02-23960118,25.031281,121.51705,台北市,中正區,南昌路一段62
86,中正區,"卡洛貍健康餐盒_北車店，健康餐盒
|健身餐盒|會議餐盒|外帶餐盒|低卡餐
盒|健康便當",盒餐,臺北市中正區公園路30巷4號,02-23888168,25.044142,121.516537,台北市,中正區,公園路30巷4
87,中正區,京簡康 臺北延平店,盒餐,臺北市中正區延平南路171巷1號1樓,02-23315166,25.034254,121.507685,台北市,中正區,延平南路179巷1弄1
88,中正區,燃‧食健康餐-寧波店,盒餐,臺北市中正區寧波西街52號,02-23370332,25.030728,121.517759,台北市,中正區,寧波西街52
89,中正區,城市盒子餐盒 寧波店,盒餐,臺北市中正區寧波西街77-1號1樓,02-23223536,25.031559,121.518792,台北市,中正區,寧波西街1
90,中正區,能量小姐 台北襄陽 直營門市,盒餐,臺北市中正區襄陽路35號1樓,02-23820931,25.043497,121.516416,台北市,中正區,襄陽路1
91,中正區,"Miss Energy 能量小姐 台北公館
直營門市",盒餐,臺北市中正區羅斯福路四段52巷8號,02-23656857,25.014753,121.533714,台北市,中正區,羅斯福路四段52巷8
92,中正區,APPLE 203 臺北延平店,簡餐店,臺北市中正區延平南路218號,02-23886838,25.034343,121.507409,台北市,中正區,延平南路218
93,中正區,樂饕饕自助餐店,自助餐,臺北市中正區南昌路一段14號,02-23968476,25.032237,121.516327,台北市,中正區,南昌路一段14
94,中正區,京席素食料理（寧波店）,自助餐,臺北市中正區寧波西街78-3號,02-33931830,25.0299397,121.5162213,台北市,中正區,寧波西街78-3
95,中正區,Pure Juice 現搾果汁,其他:水果和果汁店,臺北市中正區衡陽路85號,02-23821781,25.042331,121.510809,台北市,中正區,衡陽路85
96,中正區,"馬可先生健康烘焙雜糧麵包
羅斯福門市",烘培業者,臺北市中正區羅斯福路二段1號,02-23928117,25.029619,121.520838,台北市,中正區,羅斯福路二段1
97,中正區,呈鑫健康餐盒,盒餐,臺北市中正區金門街8-8號,02-23651929,25.02271,121.524252,台北市,中正區,金門街8
98,中正區,坂田家廚房,盒餐,臺北市中正區青島東路4之2號1樓,02-23560797,25.043831,121.521432,台北市,中正區,青島東路4
99,中正區,汆食堂中華料理水煮健康餐盒,盒餐,臺北市中正區南昌路一段127號,02-23979795,25.029807,121.518423,台北市,中正區,南昌路一段127
100,中正區,瑞哥雞肉飯南海店,盒餐,臺北市中正區南海路34號,02-23961255,25.032175,121.515963,台北市,中正區,南海路34
101,中正區,"蔡老師蔬食便當中正店｜素食便當
｜會議便當｜便當外送",盒餐,臺北市中正區牯嶺街70號,02-23432198,25.027088,121.518491,台北市,中正區,牯嶺街70
102,中正區,蛋白盒子健康低卡餐盒-臺北站前店,盒餐,臺北市中正區開封街一段19號1樓,02-23832996,25.04606,121.513696,台北市,中正區,開封街一段19
103,中正區,寧波餐盒,盒餐,臺北市中正區寧波西街59號,02-23961256,25.030698,121.517368,台北市,中正區,寧波西街59
104,中正區,艾香養生素食,餐廳,臺北市中正區南昌路一段106號2樓,02-23567738,25.029503,121.518892,台北市,中正區,南昌路一段147巷2弄2
105,中正區,以雪爾,餐廳,臺北市中正區南海路2巷14號,02-23962247,25.031901,121.518014,台北市,中正區,南海路2巷14
106,中山區,誠食健康蔬食南京復興店,自助餐,"臺北市中山區南京東路三段303巷
7弄1-1號",02-27131288,25.053629,121.523865,台北市,中山區,南京東路一段13巷7弄1
107,中山區,禾善素食天地,自助餐,臺北市中山區農安街239號,02-25018380,25.064792,121.534482,台北市,中山區,農安街239
108,中山區,健康美學 樂活廚房,盒餐,臺北市中山區中山北路三段23-2號,"02-25935103
02-25861456",25.064546,121.522504,台北市,中山區,中山北路三段23
109,中山區,"楽坡BonBox - 臺北錦州店 /
樂坡舒肥健康餐盒",盒餐,臺北市中山區民權東路二段92巷10號,0976-269552,25.060611,121.531636,台北市,中山區,民權東路二段92巷10
110,中山區,LEE饗廚房,盒餐,"臺北市中山區民權東路二段92巷2弄
1-3號",0989-18259,25.061639,121.531917,台北市,中山區,民權東路二段92巷1弄3
111,中山區,卡洛貍健康餐盒 松江南京店,盒餐,臺北市中山區伊通街93號1樓,02-25052506,25.0480054,121.5348022,台北市,中山區,伊通街1
112,中山區,仨人做伙健康餐盒,盒餐,臺北市中山區合江街20巷20號,0970-639691,25.055087,121.538328,台北市,中山區,合江街20巷20
113,中山區,昇堂 x 低GI健康餐盒,盒餐,"臺北市中山區南京東路三段109巷
18號",0918-930824,25.052785,121.539688,台北市,中山區,南京東路三段109巷18
114,中山區,"Miss Energy 能量小姐臺北錦州
直營門市",盒餐,臺北市中山區錦州街290號,02-25006269,25.060119,121.535706,台北市,中山區,錦州街290
115,中山區,豐味亭異國素食料理餐廳,餐廳,臺北市中山區雙城街3巷2號1樓,02-25996000,25.0632224,121.5248599,台北市,中山區,雙城街3巷10-1
116,中山區,十味蔬食(民生店),簡餐店,"臺北市中山區民生東路二段147巷
12弄2號1樓",02-25177789,25.059885,121.5346913,台北市,中山區,民生東路二段147巷12弄1
117,中山區,ㄇㄇ紫米飯糰,其他:早餐店,臺北市中山區農安街72之1號,02-25867892,25.066339,121.523032,台北市,中山區,農安街1巷7-1
118,中山區,米露屋韓國海苔飯捲專賣店,其他:飯捲專賣店,"臺北市中山區民權東路二段92巷
2弄9號",02-25316005,25.061622,121.531432,台北市,中山區,民權東路二段92巷2弄9
119,中山區,GET POWER 給力盒子 馬偕店,盒餐,臺北市中山區民生東路一段7號,02-25311540,25.0581979,121.5246069,台北市,中山區,民生東路一段25-7
120,中山區,給力盒子民權西店,盒餐,臺北市中山區民權西路17號,02-25976000,25.063003,121.521697,台北市,中山區,民權西路17
121,中山區,京簡康 臺北伊通店,盒餐,臺北市中山區伊通街109-2號,02-25079662,25.053525,121.534977,台北市,中山區,伊通街109-2
122,中山區,強尼兄弟健康廚房 伊通店｜台北健康餐,盒 盒餐,臺北市中山區伊通街48號,02-25072819,25.051326,121.534612,台北市,中山區,伊通街48
123,中山區,萃茶風健康餐臺北松江店,盒餐,臺北市中山區松江路330巷30號,0938-863918,25.06105,121.531741,台北市,中山區,松江路330巷30
124,中山區,嶼魚廚房,盒餐,臺北市中山區農安街125巷51號1樓,02-25976800,25.0663326,121.5230126,台北市,中山區,農安街1巷51
125,中山區,怡軒清粥小菜,盒餐,臺北市中山區德惠街42號,02-25932610,25.066564,121.526861,台北市,中山區,德惠街42
126,中山區,GET POWER 給力盒子 行天宮店,盒餐,臺北市中山區錦州街206號1樓,02-25422118,25.0606133,121.5237012,台北市,中山區,錦州街1巷
127,中山區,燃·食健康餐-錦州店,盒餐,臺北市中山區錦州街408號1樓,02-25096600,25.0606133,121.5237012,台北市,中山區,錦州街1巷
128,中山區,全國健康素食 中山錦興店,盒餐,臺北市中山區錦州街459號,02-25041899,25.060308,121.543582,台北市,中山區,錦州街459
129,中山區,HBJ kitchen 舒肥健康餐,盒餐,臺北市中山區龍江路21巷18號1樓,02-27413646,25.0478004,121.5407158,台北市,中山區,龍江路21巷1
130,大同區,里仁(雙連店)-有機商店,其他:有機商店,臺北市大同區民生西路80號,02-25507291,25.057479,121.520294,台北市,大同區,民生西路80
131,大同區,"馬可先生健康烘焙雜糧麵包
承德門市",烘培業者,臺北市大同區承德路三段72號,02-25993835,25.06575,121.518095,台北市,大同區,承德路三段72
132,大同區,福圓號(大龍峒門市),烘培業者,臺北市大同區重慶北路三段245號,02-25989595,25.071335,121.514063,台北市,大同區,重慶北路三段245
133,大同區,SHA LA HE YO沙拉。健康餐盒,盒餐,臺北市大同區長安西路145巷12號,0937-556771,25.051759,121.514876,台北市,大同區,長安西路145巷12
134,大同區,宜蘭正常鮮肉小籠湯包 大同店,盒餐,臺北市大同區蘭州街115號,02-2595-3288,25.064963,121.515529,台北市,大同區,蘭州街115
135,大同區,正一堂養生膳食坊,餐廳,臺北市大同區哈密街108 號,02-25919631,25.072864,121.514474,台北市,大同區,哈密街108
136,大同區,翔隆健康素食,自助餐,臺北市大同區大龍街286號,02-25950295,25.071109,121.515819,台北市,大同區,大龍街286
137,大同區,"馬可先生烘焙麵包重慶店-臺北彌月生日
蛋糕伴手禮生乳捲推薦",烘培業者,臺北市大同區重慶北路三段298號,02-25976515,25.073702,121.513604,台北市,大同區,重慶北路三段298
138,大同區,盒心肌群健康餐盒,盒餐,臺北市大同區承德路一段77之2號,02-25585766,25.052168,121.517679,台北市,大同區,承德路一段77巷2
139,大同區,多肉廚房,盒餐,臺北市大同區太原路175巷30號1樓,02-25508889,25.055905,121.51707,台北市,大同區,太原路175巷1
140,大同區,COMFY COFFEE 舒室咖啡舒食,盒餐,臺北市大同區民生西路198之12號1樓,02-25589775,25.0569692,121.5086672,台北市,大同區,民生西路425-1
141,大同區,Miss Energy 能量小姐-臺北承德店,盒餐,臺北市大同區承德路二段151號,02-25502822,25.058015,121.518407,台北市,大同區,承德路二段151
142,大同區,蛋白盒子健康低卡餐盒-承德長安店,盒餐,臺北市大同區長安西路55號,02-25550155,25.05089,121.517513,台北市,大同區,長安西路55
143,大同區,中子廚房,盒餐,臺北市大同區南京西路239巷21號,0911-503608,25.053742,121.509455,台北市,大同區,南京西路239巷21
144,大同區,吉食達舒食料理 健康便當,盒餐,臺北市大同區蘭州街107號,0927-607207,25.06466,121.515434,台北市,大同區,蘭州街107
145,大同區,芯食堂,盒餐,臺北市大同區蘭州街115號,0908-463508,25.064963,121.515529,台北市,大同區,蘭州街115
146,萬華區,鑫鑫一元堂素餅之家,自助餐,臺北市萬華區內江街48號,02-23116960,25.041513,121.505301,台北市,萬華區,內江街48
147,萬華區,龍山素菜部,自助餐,臺北市萬華區和平西路三段120號,02-23361375,25.0350113,121.4998119,台北市,萬華區,和平西路三段120
148,萬華區,辰光素食,自助餐,臺北市萬華區和平西路三段120號,02-23381217,25.0350113,121.4998119,台北市,萬華區,和平西路三段120
149,萬華區,成真咖啡 臺北西門店,咖啡廳,臺北市萬華區漢口街二段53巷2號,02-23110277,25.046118,121.506223,台北市,萬華區,漢口街二段53巷2
150,萬華區,好記健康廚房,盒餐,臺北市萬華區東園街200號,02-23037208,25.02152,121.498437,台北市,萬華區,東園街200
151,萬華區,"舒肥底家(營養師的理想餐盒)-
萬華店-萬華會議餐盒|外帶餐盒健康餐
盒|減重餐盒|特色便當|公司團體餐盒",盒餐,臺北市萬華區東園街49號,02-23328360,25.027245,121.495956,台北市,萬華區,東園街49
152,萬華區,drsalt萬華便當,盒餐,臺北市萬華區桂林路125號,0988-432088,25.038609,121.500236,台北市,萬華區,桂林路125
153,萬華區,范姐 健康廚房,餐廳,臺北市萬華區內江街17號,0972-320152,25.041631,121.506519,台北市,萬華區,內江街17
154,萬華區,家喱 香料咖喱,餐廳,臺北市萬華區東園街68-4號1樓,0968-915359,25.023053,121.497388,台北市,萬華區,東園街154巷1弄4
155,萬華區,莎拉 Sa拉,餐廳,臺北市萬華區貴陽街二段248號,0966-066752,25.03993,121.498709,台北市,萬華區,貴陽街二段248
156,文山區,芳鄰小吃坊,自助餐,臺北市文山區木柵路一段157號,02-22368185,24.987693,121.550536,台北市,文山區,木柵路一段157
157,文山區,臺北市立聯合醫院文山職能工作坊,其他:職能工作坊,臺北市文山區興隆路二段160號1樓,02-29332373,25.001628,121.551324,台北市,文山區,興隆路二段160
158,文山區,TAIGA針葉林,咖啡廳,臺北市文山區木柵路三段125-1號,02-22342231,24.988976,121.568461,台北市,文山區,木柵路三段125-1
159,文山區,Mr. Light 輕食先生,盒餐,臺北市文山區新光路一段50號,02-29368011,24.989907,121.573613,台北市,文山區,新光路一段50
160,文山區,Food Corner 呼呼開飯,盒餐,臺北市文山區興隆路1段55巷12號,02-29308555,25.0040291,121.5415335,台北市,文山區,興隆路一段55巷12
161,文山區,摩斯漢堡 政大指南店,速食店,臺北市文山區指南路二段71號,02-86617124,24.987894,121.574925,台北市,文山區,指南路二段71
162,文山區,東昇園,簡餐店,臺北市文山區指南路3段38巷14號,02-22341679,24.97021,121.586507,台北市,文山區,指南路三段38巷14
163,文山區,麥味登 文山世新店,其他:早午餐店,臺北市文山區景興路288號1樓,02-29350818,24.9930047,121.5450555,台北市,文山區,景興路177巷1弄
164,文山區,麥味登 景興饗食大亨店,其他:早午餐店,臺北市文山區景興路40號,02-29325657,24.997082,121.544576,台北市,文山區,景興路40
165,文山區,麥味登 文山饗食大亨店,其他:早午餐店,臺北市文山區羅斯福路5段218巷25號1樓,02-29301098,25.0021776,121.5380731,台北市,文山區,羅斯福路五段218巷6弄5
166,文山區,161餐盒（原161牛肉麵）,盒餐,臺北市文山區木柵路1段161號,02-22363010,24.989267,121.562769,台北市,文山區,木柵路二段161巷1
167,文山區,Benefit 健康餐盒臺北文山店,盒餐,臺北市文山區興隆路二段239號,02-89313232,25.001955,121.551328,台北市,文山區,興隆路二段239
168,文山區,蛋蛋的幸福 蔬食料理,餐廳,臺北市文山區指南路2段25號,0968-606499,24.98817,121.573765,台北市,文山區,指南路二段25
169,文山區,貓空大觀園,餐廳,臺北市文山區指南路3段38巷22之1號,02-29392198,24.968586,121.585152,台北市,文山區,指南路三段38巷14-3
170,文山區,溥善園精進蔬食,餐廳,臺北市文山區興隆路1段14號,02-29318099,25.000354,121.544687,台北市,文山區,興隆路一段229巷14弄1-1
171,內湖區,包青天手工蔬菜包,烘培業者,臺北市內湖區內湖路二段3號,02-26585879,25.0819005,121.5876535,台北市,內湖區,內湖路二段179巷3弄3
172,內湖區,The Bakery Factory 貝可麗烘焙工坊 內,湖店 烘培業者,臺北市內湖區成功路二段313號,02-87925885,25.0697818,121.5907732,台北市,內湖區,成功路二段313
173,內湖區,無憂窯烤麵包,烘培業者,臺北市內湖區金龍路105號,0975-708105,25.085644,121.591121,台北市,內湖區,金龍路105
174,內湖區,OL健康餐盒(原食三食堂內湖店),盒餐,"臺北市內湖區內湖路一段285巷68弄
13號",02-27998792,25.08572,121.567025,台北市,內湖區,內湖路一段285巷68弄13
